x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,y
0.201,0.750,-0.091,-0.195,-0.721,-1.746,-1.916,0.950,0.158,1.266,1.343,0.276,-0.903,0.153,-0.216,-2.135,0.068,-1.270,0.893,-2.586,0.501,1.476,-0.181,-0.693,1.234,-1.203,0.510,0.170,-0.261,-0.681,0.293,0.367,-1.530,0.124,1.091,1.050,0.779,0.906,-0.577,-0.182,0.697,0.385,0.293,-1.318,0.686,0.383,0.393,-0.680,1.303,0.241,11.728
-1.071,0.079,1.609,-1.238,-1.912,-0.407,-0.062,-0.408,1.516,-1.030,0.864,0.917,0.921,1.940,0.177,1.246,1.476,0.261,-0.560,1.172,0.092,0.363,-0.228,0.143,1.002,1.100,-1.447,0.953,0.065,0.847,1.869,0.269,-1.194,-0.925,-1.356,1.499,-1.361,0.969,0.605,-0.163,0.630,-0.259,0.838,-0.224,-0.767,1.516,-0.317,0.293,0.597,0.110,2.796
1.627,-1.302,-0.721,0.077,-0.146,-1.886,1.214,0.601,-0.655,0.624,-1.459,-0.797,-0.905,-1.426,0.239,-0.477,0.348,0.220,0.527,1.106,0.508,-1.223,0.193,-0.522,0.861,-0.360,-1.541,-0.237,0.012,-0.591,0.164,1.519,-0.130,-0.103,-0.351,0.072,1.626,-0.711,-1.360,-0.305,0.714,-1.452,0.729,0.244,0.571,-0.904,0.416,-0.428,1.565,-0.774,15.735
0.666,0.312,-0.155,-1.244,-0.121,-0.190,-1.119,-0.961,0.368,-0.121,-0.381,0.869,-0.390,-0.457,-0.941,0.705,-0.261,0.037,1.710,-0.449,-0.969,-1.751,-1.577,1.771,-0.163,-1.545,1.266,-0.318,2.628,0.857,0.321,-0.089,0.300,0.561,-2.621,0.614,-0.198,0.842,0.232,-0.040,-1.086,-0.844,-0.312,-0.966,-0.168,-0.117,-1.724,-1.144,-2.137,0.819,24.258
0.798,0.177,-0.364,0.699,1.374,-1.244,0.948,-1.160,0.728,-0.695,2.050,1.445,-1.144,-0.521,-1.456,0.202,1.238,-0.187,0.903,1.486,-0.192,-0.047,0.431,1.012,-0.270,-1.461,-0.809,0.638,0.061,-0.339,0.970,1.359,-0.135,-0.021,-0.084,-0.351,0.459,1.523,-1.619,-0.784,-0.196,0.198,0.360,-0.149,1.190,-0.202,0.032,0.974,0.032,-1.908,1.331
-1.352,-0.200,1.134,0.481,-0.259,-0.967,0.516,0.033,-0.381,-0.090,-0.244,-0.226,-0.023,1.306,-0.633,0.004,-0.317,-0.654,-1.302,1.339,-0.899,1.199,0.489,0.269,1.158,0.088,-1.501,-0.496,1.152,-1.127,0.760,0.417,-0.491,-0.051,1.147,-0.627,0.294,0.742,-0.872,-0.545,1.933,0.818,1.356,-0.124,-0.976,-1.224,-0.473,0.678,-0.912,0.359,14.029
1.115,0.690,-0.036,-0.975,-2.016,-0.464,-0.736,0.048,-0.816,-0.070,1.300,-1.046,-1.778,-0.146,-1.736,1.046,0.331,-0.611,-0.381,-0.173,0.668,-1.682,-0.692,-0.820,1.929,1.856,-0.512,0.696,1.295,1.183,-0.655,0.853,2.703,0.056,0.857,0.032,-0.787,0.172,-0.239,1.202,-1.442,-0.266,-1.178,1.081,0.369,-0.260,0.494,0.108,-0.481,-1.271,17.929
0.688,1.926,0.604,-0.011,-1.097,0.532,-0.009,1.098,0.378,-0.193,-0.152,-2.484,0.096,-0.152,-0.687,-0.524,-0.620,-0.219,0.348,0.248,-0.539,0.898,-0.227,0.319,-1.136,-0.031,0.925,1.419,-1.754,1.621,-2.104,0.526,0.501,-0.362,-0.052,0.396,-0.178,2.068,0.407,-0.121,0.279,2.067,2.329,0.092,-0.270,0.831,-0.212,-0.521,-0.967,0.673,11.945
1.316,-2.191,-0.489,0.852,-1.477,1.533,0.704,-0.568,0.295,0.292,-1.015,-0.671,-0.246,-1.728,-0.365,0.218,1.404,0.826,1.085,-1.070,1.180,-0.521,0.347,0.539,0.568,-1.606,-0.197,-0.507,-0.377,0.801,1.247,0.275,-0.322,-0.819,1.191,-1.121,-1.142,1.496,1.410,-0.570,-0.453,-0.635,0.594,0.504,1.024,0.887,-0.437,1.098,1.465,1.416,7.853
-0.304,-0.269,-1.037,0.569,-0.544,0.365,-1.004,0.127,-0.265,-0.106,-1.644,0.683,-0.184,-2.076,0.844,-0.269,0.575,-0.488,-0.002,1.140,-0.086,-0.248,-0.857,0.117,1.598,-0.025,1.033,-0.286,1.646,-0.622,-1.756,-1.805,1.328,0.652,1.820,0.716,-0.614,0.914,0.258,-2.761,-1.489,1.867,0.012,-0.199,-0.586,0.573,2.298,0.606,-1.322,-0.125,7.869
0.054,-0.807,1.135,0.874,1.099,0.496,-0.087,0.341,-0.276,-0.081,-0.511,0.553,1.149,0.570,0.183,-0.847,-0.419,-0.377,-0.886,1.235,1.372,0.105,2.029,-2.079,-1.830,-1.416,-0.547,1.671,-0.167,0.836,-1.339,-0.643,0.289,0.471,-0.149,-0.597,0.792,-0.889,0.545,-1.637,0.605,-0.374,0.494,0.250,1.361,0.566,0.384,-1.072,-0.109,1.293,5.058
0.493,-0.483,-1.093,0.807,0.012,-1.357,-0.450,0.720,-1.120,0.201,0.492,0.619,0.229,0.363,-1.087,0.700,0.612,0.217,0.137,0.176,0.728,-1.209,-2.302,-0.238,0.366,0.870,-0.372,-0.475,-2.526,-1.390,-0.647,-1.874,-0.518,-0.564,-1.451,-1.170,-0.077,1.605,0.279,-0.008,0.625,-0.049,1.057,0.495,-1.759,1.991,-1.609,-1.341,-1.093,-1.222,14.535
-0.367,0.784,1.786,-0.286,0.854,-0.740,-0.540,0.722,0.719,-1.616,-0.452,-0.779,-0.124,-0.085,-0.468,0.324,1.364,-1.524,-0.185,0.451,0.215,0.514,-0.648,0.978,-0.045,0.149,-0.308,0.016,0.961,0.161,0.174,-1.289,-0.972,-0.448,-1.851,-1.043,-0.939,-1.529,-0.486,-0.544,-0.266,0.694,2.049,-1.608,1.255,-0.049,0.814,-0.448,-0.141,0.849,15.139
-1.332,-0.762,-0.812,-0.036,1.693,1.512,0.061,-0.365,-1.165,-1.757,-0.551,-2.106,1.695,0.712,1.521,0.110,1.593,-0.563,0.197,-0.404,0.825,-0.020,1.181,-0.132,-0.548,0.657,-1.067,0.438,-0.091,0.116,-1.310,-0.276,0.531,-1.067,-3.351,-1.342,-0.633,-1.361,0.490,-1.005,-0.782,-1.746,-0.112,-0.277,-0.851,-1.531,-0.234,-0.753,0.487,0.342,10.410
0.346,0.664,-0.676,0.902,-0.254,-0.872,1.197,-1.524,0.740,1.818,0.981,-0.848,-0.278,-1.795,0.993,-0.594,1.069,-0.378,-1.345,-0.477,0.275,-0.027,-0.381,0.106,-0.652,-0.339,0.909,-0.294,-0.416,-0.600,1.188,0.365,-1.386,1.611,0.420,0.509,-0.393,0.607,0.158,0.368,0.859,0.027,-0.289,-0.755,-0.507,-0.511,0.593,-1.662,-1.185,0.198,-3.532
-0.778,0.789,-1.641,1.067,-0.378,-0.782,1.063,-1.608,1.411,1.522,1.554,0.074,1.006,0.159,-0.915,-0.810,0.089,-0.282,0.441,-1.952,-1.116,-0.043,0.990,0.681,1.382,1.307,-1.458,1.682,0.829,0.265,0.851,0.455,0.196,-0.020,-0.609,0.719,1.421,0.733,-0.797,0.376,-0.133,0.107,0.256,-0.543,0.503,0.966,-1.150,0.820,0.596,1.140,2.338
-0.406,0.001,-0.621,2.094,0.576,-1.032,0.142,-1.854,-1.341,-0.591,-0.518,0.510,1.508,0.729,-0.527,2.042,-0.526,-0.053,1.258,-0.203,0.622,0.997,-0.215,-0.018,0.873,1.498,-0.489,1.562,0.175,0.778,-1.039,-0.905,-0.849,-0.576,-0.501,-0.146,0.300,0.791,1.858,-0.012,0.942,0.694,-0.059,-1.043,1.227,-0.590,0.106,-0.784,0.126,0.148,-7.968
-0.763,0.205,1.218,0.165,-1.012,-0.341,-0.264,0.132,-0.865,-0.283,1.008,2.231,0.535,-0.255,-1.051,0.522,-2.123,-1.446,-0.909,-1.108,1.937,-0.356,-0.798,-1.196,-0.139,-0.042,0.485,0.859,1.814,-0.002,0.005,-1.318,-0.010,-0.511,1.759,-2.259,0.043,0.107,-0.083,0.972,-0.669,-1.314,0.808,0.140,0.844,-1.032,-1.480,0.690,0.181,1.879,25.364
-0.661,1.450,0.540,-0.581,0.283,1.889,0.759,0.174,0.609,-0.008,-0.688,0.551,0.191,-0.648,-0.219,0.553,-1.617,0.153,0.583,0.756,-0.215,0.477,-0.814,0.254,0.954,1.069,-1.586,-0.441,-2.726,0.480,-1.359,1.942,-0.214,0.174,0.892,-1.468,-0.771,-1.355,-0.964,0.782,0.543,-3.094,-0.006,-1.417,0.027,1.340,-1.830,-0.611,0.001,1.792,1.406
-0.328,-0.010,1.289,0.186,-0.725,-0.792,0.113,-0.480,-1.893,-0.412,-0.308,-0.837,-1.353,0.963,-1.994,-0.035,-0.682,0.480,0.321,0.795,-1.153,0.419,0.240,-0.935,0.871,1.067,-1.442,0.619,-0.043,-0.673,-1.281,1.761,0.113,-0.253,1.036,0.514,-0.440,-0.593,0.890,-2.157,0.988,-1.154,1.275,0.277,-1.185,-0.723,0.727,0.425,-2.183,0.995,13.306
0.209,-0.964,-0.828,-0.661,0.191,1.212,-1.208,-1.162,0.268,-1.898,0.463,-0.827,0.068,-0.914,-0.190,-2.399,1.450,1.040,-1.675,-0.764,0.509,0.800,-1.420,-0.352,-0.296,1.388,0.938,0.590,-0.012,-0.287,0.437,0.010,-0.056,1.802,1.149,-1.463,-0.065,0.412,-0.010,0.702,0.397,-0.021,1.207,0.562,-0.971,0.132,1.433,0.634,0.822,0.917,10.948
-0.001,1.171,1.265,-0.387,1.619,-0.397,0.931,0.283,0.482,-0.134,0.815,0.171,0.105,0.769,3.590,0.440,-0.399,-1.324,-1.710,-0.134,-0.152,0.552,-1.974,0.087,1.317,0.069,1.694,0.932,-0.814,0.435,0.354,-0.244,1.806,-1.239,0.135,1.596,1.363,2.112,1.003,2.271,-1.355,0.532,-0.688,-0.413,-1.198,-0.610,2.520,-0.900,-1.209,0.232,-3.018
-0.157,0.329,0.634,0.647,1.078,-0.029,-0.318,-0.102,0.293,-0.251,-0.806,-1.821,0.335,0.502,0.525,1.932,-1.024,0.466,0.203,0.487,-1.070,0.668,0.380,0.195,0.775,-0.201,0.198,0.661,-0.717,-0.050,-0.492,1.550,-1.030,0.728,-0.791,0.271,1.343,0.435,0.627,-0.679,-0.526,1.342,-2.299,-0.559,0.653,1.466,-0.748,-0.244,-0.532,-0.720,-6.865
-0.298,-0.616,0.342,-0.693,1.231,-1.959,-0.249,0.545,1.635,-0.547,-1.632,0.663,2.098,-0.844,0.455,1.125,-0.990,1.665,-0.563,1.425,-0.969,0.193,1.501,2.186,0.314,-1.144,0.111,1.327,2.485,-1.187,1.614,0.242,-0.282,0.194,0.478,0.073,0.450,0.339,0.545,0.269,-1.055,-0.192,0.043,0.197,0.264,0.389,-1.326,1.109,-1.170,1.895,-1.934
0.244,0.171,1.434,0.019,0.237,0.916,-1.103,-0.649,0.778,0.346,0.876,-0.250,1.580,-0.649,0.900,-1.139,0.782,1.348,-0.682,-1.322,-0.823,-0.309,0.387,0.310,-0.309,1.438,0.013,1.719,1.710,-0.119,0.424,-0.172,0.596,-0.300,0.554,0.824,-0.004,-0.091,0.078,0.365,0.902,-1.666,-0.955,0.059,-0.246,-0.659,-2.504,-0.406,1.907,-0.762,6.391
0.160,-1.151,-1.118,-1.221,-0.799,-2.879,1.323,0.871,1.129,-0.781,-0.412,-0.663,0.474,1.007,0.648,0.746,1.382,0.059,1.061,-0.013,-1.100,-0.205,0.846,0.067,0.992,0.656,1.311,-0.992,0.373,-0.120,0.163,0.408,-0.296,0.435,-0.639,0.090,0.075,-0.273,1.123,-0.344,-1.634,1.886,0.123,1.141,0.078,-0.619,0.378,-0.056,-1.733,1.221,2.708
-0.996,-0.194,0.539,0.587,0.666,-1.566,1.831,0.774,-0.830,0.051,-0.109,-0.249,-1.094,-0.661,1.286,-1.326,0.294,-0.844,0.878,-0.315,1.549,-0.048,-1.526,-0.666,0.810,0.721,1.089,-2.348,0.312,-1.303,-0.464,-2.954,-0.332,-0.573,0.285,1.389,-2.120,-0.595,0.288,-0.710,1.835,0.995,-0.218,1.708,0.162,1.523,-1.869,-1.675,-0.138,-0.800,20.595
-0.886,0.835,-1.736,0.608,0.419,-0.978,0.550,-0.386,-0.168,1.452,0.799,-0.249,0.266,-0.344,0.465,0.341,0.173,-1.166,0.273,0.944,0.582,0.058,-0.396,1.191,-0.204,-0.398,0.957,-0.575,-1.671,-0.689,1.754,-0.757,-0.166,-1.494,1.339,-0.648,0.382,-1.083,0.630,1.618,0.683,1.639,0.299,0.185,0.978,0.185,0.736,-0.729,0.161,-0.236,-6.942
-1.752,-1.233,0.031,-0.254,0.202,-0.590,0.121,0.799,-0.645,0.023,0.257,1.531,1.324,1.632,-0.426,-0.671,-0.507,0.143,0.665,0.105,0.726,0.370,-3.302,1.110,-0.958,1.372,1.213,-0.584,-0.575,-0.304,-2.002,-1.033,-0.619,-0.949,0.200,-1.403,0.306,-0.459,0.356,-1.340,-1.622,-0.650,-0.300,-1.311,0.029,-0.250,0.327,1.317,1.031,0.551,5.069
-0.049,-0.616,-0.730,-1.230,1.215,-0.639,-1.239,-0.431,-0.404,0.927,-0.143,-0.259,-0.827,0.905,-0.182,1.131,0.698,1.135,0.235,-0.531,0.039,-0.377,1.046,0.193,-0.014,-1.143,-0.519,0.811,-1.693,-0.770,2.362,0.964,0.916,-1.108,1.716,-0.258,1.203,-0.114,-0.312,1.353,2.291,0.602,-0.577,1.217,-0.315,-1.259,-1.293,-1.351,0.652,-0.464,9.669
-0.615,0.404,0.312,0.376,0.423,0.274,1.961,1.139,0.387,-1.342,-1.540,0.148,0.544,-0.527,-0.741,0.855,0.978,-0.350,-0.013,2.002,-0.820,0.650,-0.590,0.573,0.798,1.887,-0.081,1.869,0.530,-0.143,1.128,-0.151,-0.902,0.525,-0.432,-0.769,0.361,-0.273,1.809,-0.107,-1.115,1.467,-0.416,1.193,1.265,-0.199,0.313,0.840,-0.376,-0.372,-8.540
-0.094,1.203,2.088,1.750,0.480,0.318,-0.244,-1.999,-0.405,-0.401,0.198,0.170,-0.349,-0.108,1.688,1.417,0.576,1.640,-1.615,1.043,0.477,-0.485,-0.469,-0.480,1.514,0.807,-1.164,-0.425,0.426,1.163,0.767,-0.016,0.949,0.027,1.461,-1.580,0.903,-0.312,0.740,-0.621,0.287,-0.418,0.440,0.473,-0.840,-1.130,0.101,-0.438,0.515,0.902,4.834
-0.001,1.079,1.383,0.077,0.339,0.352,-0.605,2.079,1.269,-1.520,-0.659,-0.086,0.812,0.891,-1.079,0.814,0.673,0.013,0.736,0.834,2.223,-2.214,0.768,-0.180,-0.674,0.955,1.078,1.505,0.373,0.799,0.840,0.514,0.499,-0.016,0.006,-1.544,-1.222,1.632,-0.032,0.957,-0.734,0.501,1.192,-0.518,-1.021,-0.249,-0.316,-0.706,-2.127,0.321,24.584
1.708,-0.121,-1.322,-0.389,0.774,0.734,-1.106,-0.978,-0.893,0.199,1.535,-0.331,0.634,-1.042,-1.261,-0.484,-0.347,0.048,-0.471,0.722,-0.036,-0.764,-0.897,1.273,0.272,0.161,0.285,-1.610,-0.243,1.261,-0.272,-0.326,-0.466,-0.768,-0.140,-0.369,-0.368,-1.014,0.167,-1.512,-0.762,-0.395,-1.079,0.453,0.588,-0.268,-0.187,1.586,-2.686,-1.704,6.876
0.915,1.030,0.590,0.157,0.367,-1.403,0.482,-0.519,-1.024,-1.307,1.141,-0.108,0.051,0.013,-0.840,-0.347,1.042,0.031,1.477,-0.955,-0.339,0.673,-1.317,-0.546,-0.591,-0.593,2.166,-1.706,1.569,1.247,-0.455,-1.471,-0.535,0.734,0.234,-0.021,-1.768,-1.026,-0.326,0.662,-0.393,1.579,-0.037,1.189,-0.921,-0.271,-0.222,0.043,1.217,-0.274,18.435
-2.159,-0.348,0.833,0.416,1.551,0.413,0.367,-1.845,-0.694,1.166,-0.500,1.079,-0.537,1.102,0.497,0.112,-0.051,-0.510,-1.633,-1.980,-1.621,0.233,-1.255,-1.869,-0.038,-0.556,-0.704,-0.833,1.314,-0.978,0.503,0.310,1.290,-0.158,-1.685,-0.609,-1.041,-0.414,0.793,-0.987,-1.359,-1.622,1.344,-0.036,-0.833,0.912,-1.065,-0.402,0.312,-1.458,15.399
-0.400,-0.023,-1.539,-0.506,-1.559,-0.717,0.605,-0.180,0.582,-1.969,0.360,-1.605,-0.509,1.878,-0.367,-2.322,2.082,0.415,1.205,-1.452,1.046,-1.356,0.310,1.620,-1.681,0.590,0.906,0.364,2.652,-0.666,0.466,0.305,-1.557,0.336,0.630,2.142,-0.608,0.075,0.079,-0.019,0.465,-0.169,1.058,-0.210,0.617,-0.730,-0.132,0.396,-1.703,-0.271,15.136
0.349,-0.601,-0.243,-0.408,0.103,-0.041,-0.298,-0.643,-0.487,-1.366,1.069,-0.100,-0.432,-2.524,-0.460,-0.334,0.135,-0.320,0.374,-0.316,0.638,1.720,0.934,0.628,0.303,-1.381,0.416,-0.833,0.349,-0.259,-0.159,0.420,1.230,0.588,-0.379,-0.659,0.375,-0.520,-0.396,1.096,-0.016,1.291,1.006,-0.080,-0.212,0.680,-0.642,0.314,0.486,1.704,17.460
-0.214,0.782,-0.791,0.138,0.145,1.006,-0.122,0.151,-1.356,0.616,3.346,0.960,0.888,0.065,-1.379,0.927,0.872,0.401,0.511,-1.365,0.013,0.207,0.014,-0.707,-0.874,-0.891,-0.208,-1.559,0.820,0.015,-0.240,0.480,-1.064,0.111,1.391,-2.001,-0.023,-1.804,1.013,0.553,-0.441,-2.181,0.088,0.516,-0.703,-2.076,1.301,0.613,0.296,1.166,8.092
1.276,0.804,-0.675,0.362,1.742,0.501,0.333,-0.030,0.262,1.481,1.620,-0.347,-1.617,0.164,1.981,0.366,2.257,-1.188,0.077,-0.424,-0.361,0.978,1.138,-0.407,1.049,-0.590,-0.543,0.959,1.024,1.693,-1.015,0.354,0.869,-1.106,1.104,-0.145,-0.425,0.435,-0.157,1.415,-0.877,2.668,-0.107,0.242,0.015,0.345,-0.562,-0.428,0.062,-1.867,-4.903
0.762,2.334,0.765,-0.739,-0.431,0.538,0.895,-0.441,-0.545,0.601,1.552,0.058,-0.765,-0.617,0.689,-0.948,0.320,-0.126,1.784,-1.047,-1.071,-0.365,-0.501,-1.648,0.297,-1.088,0.465,0.036,-0.176,-0.137,0.199,-1.722,-1.292,0.765,0.305,-0.528,-0.663,0.743,-0.683,-2.399,-0.025,0.029,-1.251,-0.580,0.868,1.047,1.188,-0.509,-0.405,2.302,8.272
-0.510,-1.129,-0.845,-0.240,0.355,0.201,0.250,-2.047,1.894,-0.611,-0.280,-0.777,-0.847,1.699,-1.442,1.298,0.047,0.172,0.032,-0.619,-0.777,1.223,0.522,0.953,0.217,1.130,0.645,0.319,0.687,-0.164,-0.544,1.594,0.846,-0.638,-0.009,-0.263,0.559,0.804,1.491,1.186,0.834,-1.059,-1.490,-2.022,-0.270,0.597,1.450,0.630,-0.119,0.341,-5.666
0.344,-0.902,0.183,-0.654,-0.624,-0.391,-0.343,-0.378,-0.119,-0.476,-0.591,1.756,-0.255,-0.867,-0.454,1.138,-0.393,-1.665,0.721,2.361,0.045,0.347,-0.063,0.994,2.032,0.647,0.074,-3.004,0.907,-1.070,0.198,-0.312,0.664,-1.199,1.006,1.017,1.372,0.412,-0.636,-1.996,-0.907,0.719,-0.621,0.321,0.950,-1.335,3.242,1.273,-0.548,-0.753,-2.005
1.079,1.244,0.565,-2.483,-2.460,-0.108,-0.131,-0.446,1.868,-0.492,-0.362,0.870,-0.503,-3.209,0.199,0.186,0.697,-0.084,-0.231,-1.013,0.220,-1.393,0.013,-0.862,0.366,1.908,-0.152,0.299,0.776,-1.352,0.056,0.013,-0.232,-1.773,-1.107,-0.553,-0.025,0.705,-0.052,0.838,1.358,-1.031,0.053,-0.149,0.141,-1.017,-1.229,0.234,-1.582,0.583,28.420
2.096,-0.683,1.067,0.184,0.733,0.622,1.354,-0.020,-1.542,-0.301,0.270,0.793,-0.085,-1.229,0.333,0.417,-0.520,0.555,-0.666,-1.458,1.564,0.678,0.341,-1.857,-0.195,-0.777,-0.201,0.616,-0.314,0.190,0.855,-0.725,-0.140,2.451,0.761,0.218,-0.071,-2.034,-0.347,0.892,2.597,0.401,0.746,0.417,-0.900,-0.008,-0.714,-1.069,-1.164,0.407,25.334
-0.141,-1.725,1.042,-0.768,-0.975,-0.840,-0.774,0.813,-1.169,0.569,-0.669,-0.884,-1.201,0.915,0.036,1.050,-1.179,0.244,-0.466,-0.426,-1.441,-0.196,1.127,-1.846,-0.792,0.875,-0.515,-2.701,0.241,0.254,0.013,0.766,-0.005,0.136,-1.099,-0.860,1.124,-0.234,-0.958,-0.544,0.362,-0.970,0.622,-0.330,0.883,-1.245,0.875,0.070,0.158,0.359,10.365
-0.659,0.408,1.201,0.111,-0.953,-1.721,-1.737,0.972,-0.402,-1.578,-1.084,-0.619,-0.135,0.603,0.787,0.220,0.984,0.252,-0.303,0.996,0.925,0.189,1.039,1.362,-1.750,-0.814,-1.620,0.082,0.008,-0.964,-1.441,0.679,-1.746,-0.793,-0.713,1.007,1.478,-0.426,0.193,1.575,1.075,0.375,0.721,1.732,-0.305,-0.821,0.893,-0.205,-3.035,0.167,2.556
0.083,0.040,0.430,1.414,-0.562,-1.901,-0.065,-1.331,0.581,-0.569,2.785,0.447,1.711,-0.320,-0.310,-0.563,-2.247,1.607,1.196,-0.247,0.728,-0.635,0.460,0.785,-0.645,0.244,1.041,-1.592,-0.443,-0.711,-0.902,-0.104,0.586,-0.358,-0.575,-1.653,3.386,0.280,1.180,0.942,0.412,0.169,-0.744,1.216,1.335,-0.598,-1.824,-0.006,-0.667,0.536,-1.702
0.583,-1.865,-0.139,1.351,1.556,-0.998,-1.389,-0.929,-1.120,2.207,-0.810,-1.088,0.483,0.775,-0.097,0.817,-0.850,0.736,0.073,-0.716,0.941,-1.241,-1.580,0.990,-0.153,1.217,0.473,-0.516,-0.556,1.502,0.150,1.145,-0.604,-0.183,-1.103,0.480,0.765,0.042,1.729,-1.011,-0.464,-0.335,0.221,0.351,-0.746,-1.583,-0.826,-0.839,0.236,0.699,7.330
0.619,2.719,0.248,0.093,-0.928,-0.835,-2.422,0.269,0.938,-0.150,1.134,1.623,0.827,1.159,0.900,1.425,-0.620,0.174,-2.219,-0.166,-1.183,-1.451,-0.156,0.504,0.293,-1.995,-0.259,1.306,1.518,-0.451,-0.955,0.539,-0.280,0.629,0.517,-0.622,0.178,0.365,-0.014,-0.257,-1.575,-0.539,-0.765,-1.170,0.758,-0.018,-0.576,0.060,-0.846,-0.273,-0.805
-0.209,-0.009,0.713,-1.629,1.539,1.913,-0.920,0.619,-0.071,0.695,-0.677,0.128,1.213,-0.659,-0.582,0.039,0.165,2.321,-0.281,0.996,-0.509,-0.606,-1.434,0.167,1.074,0.542,-0.790,0.699,-0.078,2.479,-1.516,-1.121,-0.041,0.640,-0.568,0.449,-1.677,1.000,-2.100,-0.215,-0.382,-0.380,-0.763,0.758,1.581,1.248,0.260,0.572,-1.751,1.216,-0.836
-0.855,-1.529,0.067,0.435,1.055,-0.165,0.275,1.039,1.104,1.349,0.760,-0.936,0.539,1.044,-0.123,-0.713,0.076,1.835,-0.424,-1.762,0.596,1.520,0.160,0.595,2.036,-1.797,0.333,0.698,-0.164,0.133,0.589,-1.477,0.333,2.605,1.069,0.909,0.145,-1.523,1.337,-2.256,-1.720,-0.334,1.195,-1.130,-0.136,-2.249,0.086,0.456,-0.048,0.635,10.980
-0.136,-0.310,-0.547,-0.784,-0.370,-1.503,-1.189,1.085,0.594,0.082,-0.566,-0.558,1.726,2.371,-0.721,-1.071,-0.406,-2.040,0.790,0.135,0.379,0.324,-2.031,0.824,0.602,-1.231,0.948,0.291,-1.188,2.627,-1.446,-1.545,0.337,-0.684,1.759,1.794,1.321,1.349,0.545,-0.447,-1.346,0.239,-0.299,-0.599,-0.290,-1.549,1.440,0.214,-0.528,-0.675,0.179
-0.346,0.908,2.337,-1.002,-1.070,-0.237,-1.627,-1.030,0.312,1.664,0.761,0.644,-0.456,-0.158,0.856,-1.231,0.329,-0.238,-0.182,0.410,-0.352,-0.360,-0.006,-1.050,0.115,0.650,-0.919,0.171,-0.073,-0.474,-0.109,1.021,-0.763,-1.490,-0.234,-1.062,-0.203,0.446,-0.510,1.368,-0.788,2.327,-1.527,-0.022,0.167,0.517,-1.095,0.322,-0.535,-0.181,10.050
-0.028,0.537,1.625,-0.768,0.335,0.596,0.455,-1.211,1.013,-0.977,1.284,-0.847,-0.265,-2.810,0.655,-0.824,-0.138,-0.466,0.213,-1.111,0.459,-1.407,0.350,-2.074,1.597,1.162,0.688,-1.183,-0.728,-0.052,-1.581,-0.163,0.171,-0.405,-0.975,2.345,0.615,0.718,1.802,0.373,0.337,-2.240,0.922,-1.017,0.804,-1.467,1.163,0.863,1.821,-0.634,20.183
1.215,-0.010,0.040,-0.431,-1.703,-0.927,-1.658,0.683,1.057,0.494,0.416,1.776,1.325,-0.167,0.331,-1.061,0.249,1.604,0.016,0.433,0.768,-0.780,1.501,1.644,-1.130,-1.228,-1.290,-1.132,0.713,-0.075,-0.463,-0.452,0.110,-0.544,0.397,-0.352,0.298,-0.734,-0.271,1.667,-1.499,0.257,-0.422,1.705,-0.386,0.487,0.836,-0.646,2.056,0.962,6.458
0.155,2.165,-1.931,-0.400,-0.125,0.213,0.808,-1.085,1.228,-1.018,-0.551,-0.684,-0.610,-1.370,1.844,0.415,-0.444,2.135,-1.718,0.208,0.036,-0.231,-0.141,-1.617,-1.209,1.362,-0.530,-0.700,1.488,-0.824,0.567,-0.714,-0.110,-2.075,2.028,-2.199,0.444,-0.921,1.433,-2.050,0.581,-0.087,-1.498,0.399,2.464,1.078,0.256,-1.217,-0.607,-0.121,-2.727
-3.177,0.155,0.258,1.754,-0.176,-0.840,-0.567,1.593,-2.355,2.154,0.962,-0.170,0.310,0.406,0.792,-0.242,-1.127,1.189,0.040,0.576,-1.877,-0.196,0.092,-0.272,-0.409,-0.779,-0.709,0.159,-2.688,-0.384,1.060,0.359,0.040,-1.279,-0.872,-0.501,-0.254,-0.766,0.228,1.158,-0.003,-1.592,2.342,-0.615,0.914,1.607,0.561,-1.066,1.089,1.867,-3.676
0.108,-0.494,0.282,0.880,-0.173,-0.067,-0.195,-0.378,0.499,1.325,-1.742,1.189,-1.607,0.867,0.739,0.116,1.323,-1.457,0.064,-1.907,1.222,-2.275,1.062,-1.179,0.643,1.735,1.687,0.039,-0.109,-0.592,1.310,-0.016,0.236,-2.366,2.184,1.121,0.927,0.348,2.056,-0.339,0.277,-0.071,-0.489,-1.179,-0.686,0.855,1.625,0.171,-0.991,0.065,12.361
-1.252,0.131,-1.327,-0.184,0.673,0.066,-1.256,-1.347,-0.433,-2.042,0.076,-0.143,1.370,-1.062,-1.142,-1.067,-0.161,-0.347,0.710,1.496,-0.251,-1.291,-0.648,1.395,1.301,1.220,0.511,-1.206,-1.123,-0.968,-0.413,-1.170,0.910,-0.147,1.094,-0.123,-1.868,-0.859,0.076,2.898,0.180,0.994,2.012,0.233,-0.205,-1.180,-0.230,0.608,-0.275,0.488,22.448
